no.	id	content
245	樱化雨霏霏	冲着一帮组团来刷一星的水军黑子，我就要打五星，死抓着剧情改编不放的自己去查广电的规定，人蠢无知就要多读书多长长见识，还有编剧之一是原著作者果果，作者改剧情还要你们瞎bb爱看不看少在那里站着说话不腰疼只会做挑刺的键盘党！就目前四集来看节奏明快色调清新景美人美剧情好五星预备，不服憋着
246	云开雾散小跳跳	1三天后是我生辰. 6姐姐好美！11糖宝变人。16杀姐姐竟输给白子画。七杀倾巢而出却只有杀姐姐和另外三个人其它几个人就随便往那儿站了一站，剧组真缺钱。17斗香笑死了。小石头小鸟与太阳。56你真的快乐吗！57和58泪。他记得你想收徒，你还是不相信我。爱给你，人给你，你要的都给你，留我一个人做什么。
247	Jiang	追追追！
248	安柏	按完整度来说，这部仙侠剧是不合格，有些地方改编得不流畅，可能是电视版剪辑的关系，细节交代不清楚。人物造型倒还可以，特技效果就一如国产电视那样低水平。其实执念最深的是白子画，花千骨只是想他承认他爱她，她甚至用死去证明，可惜白子画以什么天下苍生三缄其口，如果他做到了很多事情不会发生。
249	扣。	真的是很无聊很无聊的时候看的，节奏超级慢，芒果剪辑老是回放二十分钟烦die，看到30+的时候有好看的新剧了，果断弃
250	kel	进展很快的样子。剧本改动比较大，就这样吧。
251	温蒂尼	论受欢迎女生为人处世重要性
252	盐方	我擦这狗屁结局 杀姐姐为什么没有活回来！ 胜哥话说，还没有脑补的好呢。
253	小小信步	看了幕后花絮 绝壁是被剪辑给害惨了………………
254	我家狗狗叫娇子	不被承认的爱~无法表达的爱~压抑内心的爱~最痛苦~还好结局是大团圆~
255	风尘风了	抛开原著，这就是一坨屎。我咬着牙看完了，感觉就是，表现力不够啊！岂止是不够，简直是没有。东方这么丰满的人物要狠劲没狠劲，要柔情没柔情，白字画这么纠结的人物，从头到尾一张扑克脸，你觉得扑克脸如何表现内心？导演和霍建华怎么沟通的我不知道，反正很失败，花千骨么……花痴过度，情感不足
256	徐乐乐爱旅行	有很多魔，仙术，灵性之类的东西，还是不看为妙。单看第一集，拍得不错。霍建华炽热的感情表现力不是很强。演技需要加强。哈哈。小骨真心是演得很好的，尤其是耍剑的功夫。想要什么,你说就是了。不管对的错的,我都给你。爱给你,人给你。什么都给你。
257	那不是我	从没想过自己有一天也入了国产仙侠5毛特效系列电视剧的坑??其实平心而论演员的演技和脸都还都不错看，只是剧本和台词上还有待提高
258	最初的风r	看到“赵丽颖”就想到赵丽蓉，两条粗眉毛真别扭，郑合惠子也粗怎么就没她难看，还有蒋欣，别的电视还好这里实在没有女神范。有碍观赏 略
259	喵呜年少	我只能说霍建华老了 就算是靠已毁的颜值也撑不起这五毛钱特效的烂片
260	就叫豆豆吧~	妈呀 这对白 这仙人。。。。。。有点像干城管的
261	陈同学好好笑	霍建华哪里帅了为何我从小到大都看不出来
262	Smile Nan	被湖南卫视剪得乱七八糟，可是本身的制作还是很好的
263	咪坨	"高中时候看过一本漫画，叫《火王》还有前传《倾国怨伶》，这么多年过去才知道那本漫画的经典。白子画就是那里面的尚轩，然后还有其他几个仙。。。当然了，火王里面好像没有坏人。只有失控的世界。
电视剧最后做得很差，白子画化身唐僧，不是每个角色的事件都可以随便换在别人身上的。剪辑差"
264	fionazhusu	本来小说就渣，不用报太大期望，只是特效和后期配乐。。。。呵呵哒
265	tietatou-o	狗血死但回家脑残被电视机这个存在死死钉在沙发上，离开当天此剧大结局，到上海在地铁上隔壁妹子拿手机看我突然想起来便魂不守舍，回家看着虐到哭。这个暑假算结束了。
266	永恒的天瓶水	还行吧。。剧情太幼稚了。整体制作还是ok滴。我对国产剧要求超低。
267	小绿	赵丽颖表演可圈可点，男一人设太差，渣男一个，表演也不需要演技，吐血就好，东方人设很好，演员很帅，演技一般，看到他有点小驼背就忍不住出戏，杀姐姐，个人感觉请女的演，女扮男装比较好，男人扮女人总会让人很恶心。总结，这部剧演技担当赵丽颖，两分给她。。。
268	心洞渐盲	典型的虎头蛇尾，小说改编删减太大，虽然可以理解，但不该删的都给删了，颜值造型灯光，布景挽救了他们，除两猪脚外，其他演员都表演的太用力太用力了
269	走走。停停。	虐心虐身
270	Aranya	窑子霍么么哒
271	Deutung	看见那条大青虫出来的时候，我都要恶心死了！姐最怕这种虫子了，真是吓死姐了！直接关掉了……
272	hmmux	趙麗穎演技不錯，雖然有時特效挺殘，但整體還是很仙的，對修真小說燃起興趣。
273	Nassa	哈哈哈哈哈
274	军刺剃刀	高分ID暴露智商
275	SASA君	被朋友圈刷屏了。想吐槽怕被拉黑啊！！我反正无聊的时候因为要保持下少女心（……）因此挺爱看那种三流二流网络古代言情小说的，毕竟看那个也比看这个强！！！不过花千骨这小说的水平，比起华胥引之流差远了。。。至于这电视剧节奏一集内容起码拍成4,5集，特效也差，配音也一如既往的不走心
276	HINSun	因为很火热抱着好奇的心情观摩了两集... 五毛钱特效与奇怪的演员再见
277	烏雲君	水军太多了，不打低点对不起5毛特效
278	丁丁_小米	本着想跟上这个时代的潮流走的目的在看，但是原谅我真的一下午一集都看不完。。
279	木兆	传说中的大ip剧真是让人再也不能成功装少女惹
280	舒眉	M8
281	波妞	我觉得我会追
282	Eleven-Evelyn	11
283	卡里路德365	"不论是幕后还是演员，都很用心很用心，除了配角总体颜值不够高以外，非常不错的仙侠了以后可以成为新标杆

对不起，话说早了，后20集各种蹦，作为观众真的蛮气奋的，怒把评分改到3星。"
284	Emma	一毛錢的特效，滾粗。
285	宝宝	老婆天天看.没办法耳濡目染.哎.试问你的特效特马能花点本钱弄吗?
286	虬	一边看一边玩手机一边翻白眼一边……
287	二货不呆	呵呵
288	sunnymay	一分给服装和造型，一分给虫子糖宝。
289	来碗汤	看过小说的人表示翻拍太烂。。。五毛特效、演技、台词，都。烂。
290	Soumnsノ	不好看......太玛丽苏了，一群男的围着女主转~~演技呢？我的尊上长那样？适合初高中生....
291	暮语my	玛丽苏剧情，僵硬的演技，五毛特效，哈哈哈，我居然顽强的看完了。郑总，你怎么想看第二遍呢。
292	国暨米兰恋歌	霍建华演的太好了
293	Bee	马桶台浸猪笼！！！！！
294	shevon	是可忍孰不可忍，湖南台简直太对得起观众了，枉费了制作人一片苦心，还是再另谋高就放那版没剪过原汁原味的花千骨吧
295	木槿Iris	看了1,55~58。不可说 好听~其余剧情老套~
296	淼淼淼	如果说要对国产片的评价放松一点，这样实在是太可悲了。明明以前也有过很多很多的好电视剧和好电影啊。目前的国产片就算是带着期待的心情去看的话也最终不能够熬到结尾。
297	苏小殊	白子画在最后的最后，悲痛欲绝的抱着花千骨说：“你想要什么?你说就是了。不管对的错的，我都给你。爱给你，人给你。六界覆灭干我何事?这些人是生是死干我何事?我带你走，去哪里都可以，你想怎样行。只是不要离开我……。”
298	wayman	爱为执念，何惧对错。
299	cobalt	吃饭看看
300	刀豆	一曲师生恋的中二挽歌，永远在城乡结合部水准以下的服装、造型、布景、道具、美术、特效和那些诡异地超近距离镜头特写以及标准熊孩子的人设完全不影响角色们一个个爱得死里来活里去，一边爱一边祸祸世界。坚持看完这部剧还能继续爱或者爱上霍演员的都是真爱。
301	Phoenix	副标题：不作死就不会死。感慨：东方、东华、儒尊、竹染这几个真是导演之友啊，承上启下，背景旁白，表白心迹全靠你们了。
302	冰箱	看到第十集真的看不下去了。
303	魚.	看到40多集多打二星可以吗
304	untery	公司有个同事天天看 我真是受够了 直接0分
305	晶辰莹星	无聊的时候，偶尔拿来看的。霍建华这里的扮相真的是。。估计是年纪大了扮演的角色也比较沉重？挺喜欢杀阡陌的，那种什么都不在乎只要你好你开心就够了
306	夏洛的网	我也不知道自己为什么要看
307	柚。言溪 ?	结局什么鬼。
308	trista	子畫負責吐血，千古負責惹禍、賣萌=.=
309	MY	最后几个镜头白子画好帅，  “没有你拥有天下又如何”爱真是世界上最奇妙的事情 可以改变一切
310	啊呜	各种傲娇到死，自虐到死，偏执到死……
311	C a t h y-C	今晚的50集太残忍了～虽然白子画是帮花千骨收的徒弟，但是对于不知情的花千骨来说，就如同是被父母抛弃的孤儿（父母抛弃你，不再要你，收养其他孩子作为儿女），是被父母遗弃的孤儿。这种痛～太残忍了。
312	灯塔水母	一般脑残剧我也是可以一边干别的事一边看完的，然而花千骨我只坚持了4集……
313	Waterlily	还不错，感谢编剧把小说拯救得紧凑了，还加了各种铺垫。演员选的好，霍老干部就是我心水的禁欲系男神长留上仙白子画啊~！以前从没有看过他的剧，路人转粉了都！ 作为言情偶像剧，我还是第一次看到剧评不是清一色的吐槽或是花痴，尽然还有很多友邻在理性评论三观，有点惊讶~赞！
314	J	电视上放的时候看过，不知道在讲什么
315	绿叶竹	剧里也就马可和张丹峰的镜头还可看一下，其他的都快进。
316	BAD！x先森	。。
317	本因坊橘子	垃圾玩意 抄袭的
318	zlz	真心不喜欢看
319	丑石	一星
320	扑腾的喵	"恶俗的仙侠片？但是很爱看~结尾几集哭死。
听说剪掉很多剧情，看来还是补一遍小说吧，，，"
321	待呆	本来是为杀姐姐看的。剧那么长，累积了那么久的妖神和洪荒之力，最后一点用都没有。要是我是师傅，每天看到小骨那么萌的喊“师傅师傅”个不停，我也爱啊。感情戏也太少了。。。
322	tempremental	居然真的看完了这脑残剧，演员颜值还行给一星
323	33号女嘉宾	说好了不看原著改编剧呢，又是自己手贱没忍住吧
324	余雍梁	为什么现在的电视剧都喜欢把女主设计成智商为0的傻逼呢
325	小斗篷	结尾删得不要不要的，摩严用性命救了花千骨？他不是和花千骨势不两立么！
326	pandora赵	有好的演员，好的梳妆，好的原著做基础，居然改的不伦不类，后继无力明显是无法自圆其说，大场面拍的很寒酸，放在湖南卫视播成了又臭又长的裹脚布。慈文倒是把花千骨这个IP做的商业很成功，后续还有网络剧，借着热度估计点击率也不错。单以电视剧的好看性来讲，拍的没那么想让人回味。
327	ZeRo	最后一集居然看哭了，那种爱到骨子里又不能表述的感情真的是太骗人眼泪了。
328	Лилия	怎么说呢，虎头蛇尾，狗尾续貂，最精彩的结尾没有演出来。
329	不插电	以前很看不惯赵丽颖，这个里面还行啊
330	Ruby	喜欢霍建华，也不讨厌赵丽颖，可以看看。
331	北极圈的小熊	吻戏已删，结局已残，后几集剪成如此，心痛难抑~三星的剧多一星给尊上也平衡下分数，去补原著看看
332	cobweb	看不下去。。。女主角那眉毛太出戏了，。
333	折璃	1、逻辑问题大，没看过原著估计是看不懂的；2、剪辑有病；3、细节处理很糟糕；4、个别人物线索加戏；5、配乐服装造型下集预告加分；6、为啥还要打四星因为我看完了并且我看过各种仙侠游戏改编的烂片:-D；7、坚定的站花骨cp。
